"","Total","2016","2017","2018","2019","2020","2021","2022","2023","gen_only?","avg_demand","D_hrs_missing"
"SRP",1.04258522503692,0.981019285869459,0.948410661530372,0.917498747040818,0.659637858401653,0.494722778187406,1.00112807382103,1.004013008201,1.10318606694137,"N",3512.96114722046,0
"SWPP",0.122513291636851,0.093215442605576,0.0935206549395583,0.0910988931677792,0.0895637226543967,0.206892353061804,0.112145524649813,0.0972439062927793,0.0999536535422996,"N",30591.1841684611,0
"TAL",0.363961363562303,0.367947541871244,0.369301688495824,0.367359977891556,0.361739557320915,0.345664899529406,0.361480941993698,0.358115033236927,0.349857723881166,"N",317.553126279773,0
"TEC",0.372333472766766,0.333002914213451,0.326092631054645,0.270813885833541,0.299877328117458,0.388498493782313,0.415376601004545,0.446338650017052,0.407371156670678,"N",2481.26436979008,0
"TEPC",1.08814851812282,1.07826347217342,1.07117247417837,0.974213218939469,1.10411819642504,1.06208700977875,1.12083501777473,1.08376636070852,1.00755982043961,"N",1544.9337320334,0
"TIDC",0.650961534068555,0.696256100063348,0.709782288831617,0.697808797556109,0.65953852956181,0.624334453601911,0.542571749986402,0.543162189172733,0.619968468889581,"N",315.424402552281,0
"TPWR",0.333981840943837,0.362094878886292,0.359680903451552,0.331768018894795,0.21815202497266,0.362244239505748,0.337706751182767,0.351066556565642,0.272340431410687,"N",556.383515859281,0
"TVA",0.289455080352533,0.261585549769136,0.273312005007641,0.291811344422618,0.271243916939087,0.274361377349567,0.292142102779185,0.325631361467217,0.30468813820188,"N",18060.997805197,0
"WACM",0.399884185451325,0.341042179018965,0.345446446715131,0.268479320708252,0.270344932591879,0.301904801689052,0.450246474723262,0.406625496406691,0.449439375205505,"N",2845.91032551258,0
"WALC",1.52505342433907,1.3936748408263,1.43522643252682,1.30422534471741,1.25050931278843,1.38018443867961,1.2228687322585,1.28301480271384,1.5813058546261,"N",1059.48943140985,0
"WAUW",0.733786006296784,-0.162145155944254,-0.0138392253237637,0.653533480771294,0.722313371309786,0.797235522576197,0.448203386909576,0.577967402306154,0.665872956825913,"N",92.6547419316485,0
"WWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA
"YAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA
